"ContactName","Delete_Contact","Rename_Contact","Comments","Delete_FiveToneCalls","FiveToneCalls-S5CLDLL_5TTELEGRAM","FiveToneCalls-S5CLDLL_5TCALLADD","Delete_MDCCalls","MDCCalls-AU_CALLLSTID","MDCCalls-AU_MDCSYS","MDCCalls-AU_RVRTPERS_Zone","MDCCalls-AU_RVRTPERS","MDCCalls-AU_SPTPLDPL","MDCCalls-AU_CALLTYPE","Delete_QuikCallIICalls","QuikCallIICalls-QU_QCIISYS","QuikCallIICalls-QU_RVRTPERS_Zone","QuikCallIICalls-QU_RVRTPERS","QuikCallIICalls-QU_CALLFORMAT","QuikCallIICalls-QU_TONEATXFRE","QuikCallIICalls-QU_CODEA","QuikCallIICalls-QU_TONEBTXFRE","QuikCallIICalls-QU_CODEB","QuikCallIICalls-QU_STRIPPLDPL","Delete_DigitalCalls","DigitalCalls-DU_CALLLSTID","DigitalCalls-DU_ROUTETYPE","DigitalCalls-DU_CALLPRCDTNEN","DigitalCalls-DU_RINGTYPE","DigitalCalls-DU_TXTMSGALTTNTP","DigitalCalls-DU_CALLTYPE","DigitalCalls-DU_OVCMCALL","Delete_CapacityPlusCalls","CapacityPlusCalls-CAPPLUSUCL_CALLLSTID","CapacityPlusCalls-CAPPLUSUCL_ROUTETYPE","CapacityPlusCalls-CAPPLUSUCL_CALLPRCDTNEN","CapacityPlusCalls-CAPPLUSUCL_RINGTYPE","CapacityPlusCalls-CAPPLUSUCL_TXTMSGALTTNTP","CapacityPlusCalls-CAPPLUSUCL_CALLTYPE","Delete_PhoneCalls","PhoneCalls-PHNUCLELL_CALLID","PhoneCalls-PHNUCLELL_RINGTYPE"
"Имя контакта","Delete_Contact","Rename_Contact","Comments","Delete_FiveToneCalls","Пятитоновые вызовы - Телеграмма","Пятитоновые вызовы - Адрес","Delete_MDCCalls","Вызовы MDC - ИД вызова (16-ричный)","Вызовы MDC - Система MDC","Вызовы MDC - Возврат к каналу и зоне","Вызовы MDC - Базовый канал","Вызовы MDC - Убрать TPL/DPL","Вызовы MDC - Тип вызова","Delete_QuikCallIICalls","Вызовы Quik CallII - Система Quik-Call II","Вызовы Quik CallII - Возврат к каналу и зоне","Вызовы Quik CallII - Базовый канал","Вызовы Quik CallII - Формат вызова","Вызовы Quik CallII - Частота тона А (Гц)","Вызовы Quik CallII - Код тонального сигнала A","Вызовы Quik CallII - Частота тона В (Гц)","Вызовы Quik CallII - Код тонального сигнала B","Вызовы Quik CallII - Убрать TPL/DPL","Delete_DigitalCalls","Цифровые вызовы - ИД вызова","Цифровые вызовы - Тип маршрута","Цифровые вызовы - Тон приема вызова","Цифровые вызовы - Стиль звонка","Цифровые вызовы - Тон оповещения о текстовом сообщении","Цифровые вызовы - Тип вызова","Цифровые вызовы - DU_OVCMCALL","Delete_CapacityPlusCalls","Вызовы Capacity Plus - ИД вызова","Вызовы Capacity Plus - Тип маршрута","Вызовы Capacity Plus - Тон приема вызова","Вызовы Capacity Plus - Стиль звонка","Вызовы Capacity Plus - Тон оповещения о текстовом сообщении","Вызовы Capacity Plus - Тип вызова","Delete_PhoneCalls","Телефонные вызовы - Номер","Телефонные вызовы - Тип звонка"
"SQUID","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973162","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MIX1888","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973188","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ALEX203","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973203","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TURBINA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973212","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ACROBAT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973213","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ARCTIC","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973215","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ROMA220","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973220","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SANICH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973232","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TASKENT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973272","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"HOLODOK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973415","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRA1731","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973501","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ASPIRIN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973515","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRABOT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973666","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KAMA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973717","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ORANGE","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973723","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"NIKON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973744","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"GNOM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973750","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SURGUT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973757","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ON770","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973770","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PAROVOZ","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973781","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ONARKA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973795","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QENERGY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973801","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DIREKTOR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973817","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"VOYAGER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973842","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SMOLNY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973888","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DVS001","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973901","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TRANSIT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973909","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CMRADUGA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973911","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"LESHIY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6000001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BORBIST","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6100061","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SELMASH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6100555","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ROSTOV","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6100777","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BATAYSK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6102504","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"GSTAR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6107007","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TAYNIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6107373","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MARCONI","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6201488","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BOTANIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6201499","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DEN53","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6400555","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SHAMAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6600001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"P25DMR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660111","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRAP25","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660333","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRA909","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660444","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRAPOC","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660555","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRALINK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660666","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CAPYBAR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660667","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRASAO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660777","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRAZAO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660888","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRASKLV","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660999","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"VIRAZH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6700067","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SUMRAK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7000001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PRINTER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7600001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BARON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700023","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"NAUM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700024","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CCCP","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700025","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"VETER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700030","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"WOROBEY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700077","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"RADIO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700100","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MARIOTT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700101","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BESS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700110","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MORYAK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700111","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DRIM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700115","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"NEMO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700123","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"EGER163","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700163","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ROO165","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700165","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PIZZA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700233","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KARAS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700292","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MEDIC","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700327","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CHAJKA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700345","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BOBER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700500","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ANGARA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700524","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PRIMUS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700543","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ANDR545","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700545","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BRODYGA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700666","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"FIJI","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700777","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRA7787","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700850","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PYTHON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700888","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRATRCK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700985","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ORCA28","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700999","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SERAFIM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7701015","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"INDEEC","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7701988","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"VANDAM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7702158","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"REVAZ","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7702202","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"RUBIN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7702641","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CACTUS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7702785","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ALTAIR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7703306","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"RADAR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7704077","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TUMAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7705778","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"VITAMIN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7770348","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"AYVENGO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7800056","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"VALKOD","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7800305","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BOLTIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7800555","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"RYZHYI","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7800996","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ULUDAG","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7801081","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"OLEG","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7806534","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KOMYAGA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7809113","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"NEPTUNE","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","8000001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MUSEMAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","8000073","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KVAK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","8200001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"LESNIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","8600001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KOSHEY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","9200015","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SANSEY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","9200787","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SEVERNY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","9600002","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"LOST","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","9601990","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""

