"ContactName","Delete_Contact","Rename_Contact","Comments","Delete_FiveToneCalls","FiveToneCalls-S5CLDLL_5TTELEGRAM","FiveToneCalls-S5CLDLL_5TCALLADD","Delete_MDCCalls","MDCCalls-AU_CALLLSTID","MDCCalls-AU_MDCSYS","MDCCalls-AU_RVRTPERS_Zone","MDCCalls-AU_RVRTPERS","MDCCalls-AU_SPTPLDPL","MDCCalls-AU_CALLTYPE","Delete_QuikCallIICalls","QuikCallIICalls-QU_QCIISYS","QuikCallIICalls-QU_RVRTPERS_Zone","QuikCallIICalls-QU_RVRTPERS","QuikCallIICalls-QU_CALLFORMAT","QuikCallIICalls-QU_TONEATXFRE","QuikCallIICalls-QU_CODEA","QuikCallIICalls-QU_TONEBTXFRE","QuikCallIICalls-QU_CODEB","QuikCallIICalls-QU_STRIPPLDPL","Delete_DigitalCalls","DigitalCalls-DU_CALLLSTID","DigitalCalls-DU_ROUTETYPE","DigitalCalls-DU_CALLPRCDTNEN","DigitalCalls-DU_RINGTYPE","DigitalCalls-DU_TXTMSGALTTNTP","DigitalCalls-DU_CALLTYPE","DigitalCalls-DU_OVCMCALL","Delete_CapacityPlusCalls","CapacityPlusCalls-CAPPLUSUCL_CALLLSTID","CapacityPlusCalls-CAPPLUSUCL_ROUTETYPE","CapacityPlusCalls-CAPPLUSUCL_CALLPRCDTNEN","CapacityPlusCalls-CAPPLUSUCL_RINGTYPE","CapacityPlusCalls-CAPPLUSUCL_TXTMSGALTTNTP","CapacityPlusCalls-CAPPLUSUCL_CALLTYPE","Delete_PhoneCalls","PhoneCalls-PHNUCLELL_CALLID","PhoneCalls-PHNUCLELL_RINGTYPE"
"Contact Name","Delete_Contact","Rename_Contact","Comments","Delete_FiveToneCalls","Five Tone Calls - Telegram","Five Tone Calls - Address","Delete_MDCCalls","MDC Calls - Call ID (Hex)","MDC Calls - MDC System","MDC Calls - Revert Channel Zone","MDC Calls - Revert Channel","MDC Calls - Strip TPL/DPL","MDC Calls - Call Type","Delete_QuikCallIICalls","Quik CallII Calls - Quik-Call II System","Quik CallII Calls - Revert Channel Zone","Quik CallII Calls - Revert Channel","Quik CallII Calls - Call Format","Quik CallII Calls - Tone A Freq (Hz)","Quik CallII Calls - Tone A Code","Quik CallII Calls - Tone B Freq (Hz)","Quik CallII Calls - Tone B Code","Quik CallII Calls - Strip TPL/DPL","Delete_DigitalCalls","Digital Calls - Call ID","Digital Calls - Route Type","Digital Calls - Call Receive Tone","Digital Calls - Ring Style","Digital Calls - Text Message Alert Tone","Digital Calls - Call Type","Digital Calls - DU_OVCMCALL","Delete_CapacityPlusCalls","Capacity Plus Calls - Call ID","Capacity Plus Calls - Route Type","Capacity Plus Calls - Call Receive Tone","Capacity Plus Calls - Ring Style","Capacity Plus Calls - Text Message Alert Tone","Capacity Plus Calls - Call Type","Delete_PhoneCalls","Phone Calls - Number","Phone Calls - Ring Type"
"GIDRANT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000018","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"SOTKA67","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503436","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"CHERMOZ","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5900175","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"STOPOR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2570093","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"LESNIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","8600001","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"ALTAIR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7703306","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"ROMA220","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973220","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"CHAJKA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700345","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"VIRAZH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6700067","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"QRA7787","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700850","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"SHRAM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500632","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"FORWARD","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5902505","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"PYTHON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700888","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"QRAPOC","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6660555","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"TRAK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503439","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"BOTSMAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000002","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"BARS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500252","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"STALKER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500334","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"BARON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700023","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"RADIO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700100","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"RADIY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2600002","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"BOLTIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7800555","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"NEPTUNE","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","8000001","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"LOST","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","9601990","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"NEMO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700123","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"IMPULS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2570162","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"VERESK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5600076","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"SHAXTER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","4300001","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"RECHNIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500789","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"GSTAR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","6107007","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
