"ContactName","Delete_Contact","Rename_Contact","Comments","Delete_FiveToneCalls","FiveToneCalls-S5CLDLL_5TTELEGRAM","FiveToneCalls-S5CLDLL_5TCALLADD","Delete_MDCCalls","MDCCalls-AU_CALLLSTID","MDCCalls-AU_MDCSYS","MDCCalls-AU_RVRTPERS_Zone","MDCCalls-AU_RVRTPERS","MDCCalls-AU_SPTPLDPL","MDCCalls-AU_CALLTYPE","Delete_QuikCallIICalls","QuikCallIICalls-QU_QCIISYS","QuikCallIICalls-QU_RVRTPERS_Zone","QuikCallIICalls-QU_RVRTPERS","QuikCallIICalls-QU_CALLFORMAT","QuikCallIICalls-QU_TONEATXFRE","QuikCallIICalls-QU_CODEA","QuikCallIICalls-QU_TONEBTXFRE","QuikCallIICalls-QU_CODEB","QuikCallIICalls-QU_STRIPPLDPL","Delete_DigitalCalls","DigitalCalls-DU_CALLLSTID","DigitalCalls-DU_ROUTETYPE","DigitalCalls-DU_CALLPRCDTNEN","DigitalCalls-DU_RINGTYPE","DigitalCalls-DU_TXTMSGALTTNTP","DigitalCalls-DU_CALLTYPE","DigitalCalls-DU_OVCMCALL","Delete_CapacityPlusCalls","CapacityPlusCalls-CAPPLUSUCL_CALLLSTID","CapacityPlusCalls-CAPPLUSUCL_ROUTETYPE","CapacityPlusCalls-CAPPLUSUCL_CALLPRCDTNEN","CapacityPlusCalls-CAPPLUSUCL_RINGTYPE","CapacityPlusCalls-CAPPLUSUCL_TXTMSGALTTNTP","CapacityPlusCalls-CAPPLUSUCL_CALLTYPE","Delete_PhoneCalls","PhoneCalls-PHNUCLELL_CALLID","PhoneCalls-PHNUCLELL_RINGTYPE"
"Contact Name","Delete_Contact","Rename_Contact","Comments","Delete_FiveToneCalls","Five Tone Calls - Telegram","Five Tone Calls - Address","Delete_MDCCalls","MDC Calls - Call ID (Hex)","MDC Calls - MDC System","MDC Calls - Revert Channel Zone","MDC Calls - Revert Channel","MDC Calls - Strip TPL/DPL","MDC Calls - Call Type","Delete_QuikCallIICalls","Quik CallII Calls - Quik-Call II System","Quik CallII Calls - Revert Channel Zone","Quik CallII Calls - Revert Channel","Quik CallII Calls - Call Format","Quik CallII Calls - Tone A Freq (Hz)","Quik CallII Calls - Tone A Code","Quik CallII Calls - Tone B Freq (Hz)","Quik CallII Calls - Tone B Code","Quik CallII Calls - Strip TPL/DPL","Delete_DigitalCalls","Digital Calls - Call ID","Digital Calls - Route Type","Digital Calls - Call Receive Tone","Digital Calls - Ring Style","Digital Calls - Text Message Alert Tone","Digital Calls - Call Type","Digital Calls - DU_OVCMCALL","Delete_CapacityPlusCalls","Capacity Plus Calls - Call ID","Capacity Plus Calls - Route Type","Capacity Plus Calls - Call Receive Tone","Capacity Plus Calls - Ring Style","Capacity Plus Calls - Text Message Alert Tone","Capacity Plus Calls - Call Type","Delete_PhoneCalls","Phone Calls - Number","Phone Calls - Ring Type"
"BROD","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700666","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"FIJI","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700777","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"QRA7","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700850","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"PYTH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700888","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"ORCA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7700999","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"SERA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7701015","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"VAND","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7702158","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"REVA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7702202","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"RUBI","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7702641","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"CACT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7702785","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"ALTA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7703306","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"RADA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7704077","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"TUMA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7705778","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"VITA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7770348","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"AYVE","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7800056","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"VALK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7800305","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"BOLT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7800555","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"RYJI","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7800996","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"ULUD","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7801081","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"OLEG","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7806534","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"KOMY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","7809113","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"NEPT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","8000001","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"KVAK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","8200001","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"LESN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","8600001","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"KOSH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","9200015","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"SANS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","9200787","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"SEVE","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","9600002","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
"LOST","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","9601990","Regular","True","No Style","Repetitive","Private Call","False","False","","","","","","","False","",""
